dwa_id,seniority_group,mean_beta_hat,N_observations
4.A.2.a.4.I02.D08,4,-0.002141188631952388,45
4.A.2.a.4.I02.D08,5,-0.0012573416010816275,45
4.A.2.a.4.I03.D03,2,-0.010060123202452717,45
4.A.2.a.4.I03.D03,3,-0.014080045580813714,45
4.A.2.a.4.I03.D03,4,-0.008865272320397499,45
4.A.2.a.4.I03.D03,5,-0.011685117525633696,45
4.A.2.a.4.I04.D01,1,0.04048764256845357,45
4.A.2.a.4.I04.D01,2,0.016762153107962162,45
4.A.2.a.4.I04.D01,3,0.0551417652927243,45
4.A.2.a.4.I04.D01,4,0.0383337171476731,45
4.A.2.a.4.I04.D01,5,0.008915809580812636,45
4.A.2.a.4.I04.D02,1,0.0810019098953216,45
4.A.2.a.4.I04.D02,2,0.009499970322548597,45
4.A.2.a.4.I04.D02,3,0.07468828707644204,45
4.A.2.a.4.I04.D02,4,0.005776383975518607,45
4.A.2.a.4.I04.D02,5,0.05558467446057811,45
4.A.2.a.4.I05.D02,2,-0.004286662387098018,45
4.A.2.a.4.I05.D02,3,-0.01070894395793887,45
4.A.2.a.4.I05.D02,4,0.0032494849311667288,45
4.A.2.a.4.I05.D02,5,-0.0010050117727479883,45
4.A.2.a.4.I05.D03,2,0.010175054070753838,45
4.A.2.a.4.I05.D03,3,-0.0018625186324415512,45
4.A.2.a.4.I05.D03,4,-0.014145389312673099,45
4.A.2.a.4.I05.D03,5,0.0008818957855420586,45
4.A.2.a.4.I05.D05,1,0.18380683647654183,45
4.A.2.a.4.I05.D05,2,0.01599258464113872,45
4.A.2.a.4.I05.D05,3,0.05713360393826103,45
4.A.2.a.4.I05.D05,4,0.03672332379417224,45
4.A.2.a.4.I05.D05,5,0.00910470833483026,45
4.A.2.a.4.I05.D06,2,0.008739924524164574,45
4.A.2.a.4.I05.D06,3,0.004438156168162873,45
4.A.2.a.4.I05.D06,4,-0.007255094056268748,45
4.A.2.a.4.I05.D06,5,0.010171582310493456,45
4.A.2.a.4.I05.D07,4,0.013202324129468833,45
4.A.2.a.4.I05.D07,5,-0.012924005510592449,45
4.A.2.a.4.I06.D01,1,0.04358251958084292,45
4.A.2.a.4.I06.D01,2,8.89144377972002e-05,45
4.A.2.a.4.I06.D01,3,0.022572292791548567,45
4.A.2.a.4.I06.D01,4,-0.014842266880388479,45
4.A.2.a.4.I06.D01,5,0.027854536541418416,45
4.A.2.a.4.I06.D02,1,0.007942715465135789,45
4.A.2.a.4.I06.D02,2,0.011375788597187663,45
4.A.2.a.4.I06.D03,1,0.0013377019587673365,45
4.A.2.a.4.I06.D03,2,-0.0015354178469311672,45
4.A.2.a.4.I06.D03,3,0.029255240633868404,45
4.A.2.a.4.I06.D03,4,0.012939677320267864,45
4.A.2.a.4.I06.D03,5,0.009060607947947472,45
4.A.2.a.4.I06.D05,3,-0.013705370745152113,45
4.A.2.a.4.I06.D05,4,-0.0060714155811214246,45
4.A.2.a.4.I06.D05,5,-0.010509158224283518,45
4.A.2.a.4.I07.D01,1,0.006869494768760224,45
4.A.2.a.4.I07.D01,2,0.0012252102311437587,45
4.A.2.a.4.I07.D01,3,-0.0011539652756689747,45
4.A.2.a.4.I07.D01,4,0.006857002700171661,45
4.A.2.a.4.I07.D01,5,0.0004004941190689957,45
4.A.2.a.4.I07.D02,1,0.014894001658396463,45
4.A.2.a.4.I07.D02,2,0.01161008935498711,45
4.A.2.a.4.I07.D02,3,0.08658256107487264,45
4.A.2.a.4.I07.D02,4,0.04791060276279507,45
4.A.2.a.4.I07.D02,5,0.030810675464431534,45
4.A.2.a.4.I07.D03,2,-0.009653593894792232,45
4.A.2.a.4.I07.D03,3,-0.01711269998775428,45
4.A.2.a.4.I07.D03,4,0.0033553177377734777,45
4.A.2.a.4.I07.D03,5,-0.0024022707745765515,45
4.A.2.a.4.I07.D04,2,-0.06467125685874858,45
4.A.2.a.4.I07.D04,3,-0.03230033997391232,45
4.A.2.a.4.I07.D04,4,-0.027548360912438265,45
4.A.2.a.4.I07.D04,5,0.004142182061631163,45
4.A.2.a.4.I07.D05,1,-0.005856566848391887,45
4.A.2.a.4.I07.D05,2,0.011503037690352238,45
4.A.2.a.4.I07.D05,3,0.00970432482612023,45
4.A.2.a.4.I07.D05,4,-0.0085021032427064,45
4.A.2.a.4.I07.D05,5,-0.01256714133336673,45
4.A.2.a.4.I07.D06,4,-0.0331450406129048,45
4.A.2.a.4.I07.D06,5,0.009118410381755855,45
4.A.2.a.4.I07.D08,1,0.004983193892113753,45
4.A.2.a.4.I07.D08,2,-0.031598155117119005,45
4.A.2.a.4.I07.D08,3,0.004494088704183519,45
4.A.2.a.4.I07.D08,4,0.0002490896259963632,45
4.A.2.a.4.I07.D08,5,0.004829122910422913,45
4.A.2.a.4.I07.D09,1,-0.023375347814454082,45
4.A.2.a.4.I07.D09,2,0.0065680433955027885,45
4.A.2.a.4.I07.D09,3,-0.008203120082505887,45
4.A.2.a.4.I07.D09,4,-0.00516865382746027,45
4.A.2.a.4.I07.D09,5,-0.0032594225654048667,45
4.A.2.a.4.I07.D12,1,-0.027352222096827476,45
4.A.2.a.4.I07.D12,2,-0.012777630318487117,45
4.A.2.a.4.I07.D12,3,-0.014844421110745992,45
4.A.2.a.4.I07.D12,4,-0.005944845640789704,45
4.A.2.a.4.I07.D12,5,-0.011276195282230912,45
4.A.2.a.4.I07.D14,1,0.05220940647131463,45
4.A.2.a.4.I07.D14,2,0.0036630661221638684,45
4.A.2.a.4.I07.D14,3,0.020183171068891177,45
4.A.2.a.4.I07.D14,4,0.012085667720222553,45
4.A.2.a.4.I07.D14,5,0.02369806198601044,45
4.A.2.a.4.I07.D15,1,-0.007639436245311741,45
4.A.2.a.4.I07.D15,2,-0.009810972438178769,45
4.A.2.a.4.I07.D15,3,-0.026859411382305274,45
4.A.2.a.4.I07.D15,4,-0.019254486973727666,45
4.A.2.a.4.I07.D15,5,-0.015599863762555692,45
4.A.2.a.4.I08.D01,2,-0.046858120189585774,45
4.A.2.a.4.I08.D01,3,-0.026532899960637256,45
4.A.2.a.4.I08.D01,4,0.0037707759262728653,45
4.A.2.a.4.I08.D01,5,0.019252593187571984,45
4.A.2.a.4.I09.D03,4,0.005942488015788747,45
4.A.2.a.4.I09.D03,5,-0.0038323456235588188,45
4.A.2.a.4.I10.D01,1,0.062372112291144574,45
4.A.2.a.4.I10.D01,2,0.015317549261016729,45
4.A.2.a.4.I10.D04,1,0.04480309366941323,45
4.A.2.a.4.I10.D04,2,0.021797772902443464,45
4.A.2.a.4.I10.D05,5,0.04088148779071668,45
4.A.2.a.4.I10.D06,1,0.027904599441850995,45
4.A.2.a.4.I10.D06,2,-0.0030387649000314476,45
4.A.2.a.4.I10.D06,3,0.017982142825925185,45
4.A.2.a.4.I10.D06,4,-0.008039771168580501,45
4.A.2.a.4.I10.D06,5,0.014617822292259277,45
4.A.2.a.4.I11.D01,2,-0.01365308373873475,45
4.A.2.a.4.I11.D01,3,-0.011664256706438851,45
4.A.2.a.4.I11.D01,4,0.0016168036798347271,45
4.A.2.a.4.I11.D01,5,0.01357086065471502,45
4.A.2.a.4.I11.D02,1,-0.0065622573696632715,45
4.A.2.a.4.I11.D02,2,0.01507050149189099,45
4.A.2.a.4.I11.D02,3,0.0007169139105784404,45
4.A.2.a.4.I11.D02,4,0.008420343361897618,45
4.A.2.a.4.I11.D02,5,0.024591676768200735,45
4.A.2.a.4.I11.D04,2,-0.0161203163456251,45
4.A.2.a.4.I11.D04,3,-0.012267216650366815,45
4.A.2.a.4.I11.D04,4,0.004698837381385817,45
4.A.2.a.4.I11.D04,5,0.005749236010973217,45
4.A.2.a.4.I11.D05,2,-0.011285939825906978,45
4.A.2.a.4.I11.D05,3,-0.030565335803770508,45
4.A.2.a.4.I11.D05,4,-0.005574174128511774,45
4.A.2.a.4.I11.D05,5,-0.0023451899236400205,45
4.A.2.a.4.I11.D06,2,-0.0113666463587995,45
4.A.2.a.4.I11.D06,3,-0.029921640116373653,45
4.A.2.a.4.I11.D06,4,-0.0056701840984700975,45
4.A.2.a.4.I11.D06,5,-0.0020708082058794363,45
4.A.2.a.4.I11.D07,4,-0.005444194298712027,45
4.A.2.a.4.I11.D07,5,-0.002544155782125839,45
4.A.2.a.4.I12.D01,1,0.04672696475382691,45
4.A.2.a.4.I12.D01,2,0.01360133560712487,45
4.A.2.a.4.I12.D01,3,0.016771186300045537,45
4.A.2.a.4.I12.D01,4,0.008775609547872836,45
4.A.2.a.4.I12.D01,5,0.011210986402427165,45
4.A.2.a.4.I12.D02,2,-0.002840765227453496,45
4.A.2.a.4.I12.D02,3,-0.0227527555022772,45
4.A.2.a.4.I12.D02,4,-0.011894100896305713,45
4.A.2.a.4.I12.D02,5,0.003135590756308447,45
4.A.2.a.4.I12.D03,2,0.0047888896633554445,45
4.A.2.a.4.I12.D03,3,0.028446977327915048,45
4.A.2.a.4.I12.D03,4,-0.009327042598941387,45
4.A.2.a.4.I12.D03,5,0.004018308405948178,45
4.A.2.a.4.I12.D05,1,0.008128667342743647,45
4.A.2.a.4.I12.D05,2,0.005776715785529425,45
4.A.2.a.4.I12.D05,3,-0.005199971762804363,45
4.A.2.a.4.I12.D05,4,-0.00996708544740915,45
4.A.2.a.4.I12.D05,5,-0.007953828179006911,45
4.A.2.b.1.I01.D02,1,-0.0024111609320136675,45
4.A.2.b.1.I01.D02,2,-0.022548773695382954,45
4.A.2.b.1.I01.D02,3,-0.004839770681624615,45
4.A.2.b.1.I01.D02,4,0.014315407432278208,45
4.A.2.b.1.I01.D02,5,0.01264659079146118,45
4.A.2.b.1.I01.D03,1,0.008427458908010475,45
4.A.2.b.1.I01.D03,2,-0.013840238692413364,45
4.A.2.b.1.I01.D03,3,-0.013888506966244597,45
4.A.2.b.1.I01.D03,4,0.012464934250186951,45
4.A.2.b.1.I01.D03,5,0.013637595896152063,45
4.A.2.b.1.I01.D05,1,-0.008437115425996544,45
4.A.2.b.1.I01.D05,2,-0.0014105767406992105,45
4.A.2.b.1.I01.D05,3,-0.020942514253311745,45
4.A.2.b.1.I01.D05,4,-0.014861545650039658,45
4.A.2.b.1.I01.D06,1,0.0017709282418971635,45
4.A.2.b.1.I01.D06,2,0.018233358794906035,45
4.A.2.b.1.I01.D06,3,0.020304967460207712,45
4.A.2.b.1.I01.D06,4,-0.005959837605280628,45
4.A.2.b.1.I01.D06,5,-0.016966621073752373,45
4.A.2.b.1.I01.D07,1,-0.005737884796521986,45
4.A.2.b.1.I01.D07,2,0.005076195594478129,45
4.A.2.b.1.I01.D07,3,-0.016288341064332794,45
4.A.2.b.1.I01.D07,4,0.0014941751440454617,45
4.A.2.b.1.I01.D07,5,0.008831626072442532,45
4.A.2.b.1.I02.D02,1,0.011597516435480444,45
4.A.2.b.1.I02.D03,1,0.01387268429956398,45
4.A.2.b.1.I02.D03,2,-0.014813517099664835,45
4.A.2.b.1.I02.D03,3,0.009678498497745481,45
4.A.2.b.1.I02.D03,4,-0.0045416165097163,45
4.A.2.b.1.I03.D02,1,-0.016401744959401957,45
4.A.2.b.1.I03.D02,2,-0.03149563717730356,45
4.A.2.b.1.I03.D02,3,-0.06333406023666738,45
4.A.2.b.1.I03.D02,4,-0.03471069669455654,45
4.A.2.b.1.I03.D02,5,-0.022245094959781917,45
4.A.2.b.1.I03.D04,2,-0.02296934418348776,45
4.A.2.b.1.I03.D04,3,0.011469916894317143,45
4.A.2.b.1.I03.D04,4,0.0032067334099448253,45
4.A.2.b.1.I03.D04,5,0.003325800322360824,45
4.A.2.b.1.I04.D01,1,-0.03313315778445292,45
4.A.2.b.1.I04.D01,2,-0.0012111235926007828,45
4.A.2.b.1.I04.D03,2,-0.001224397265449811,45
4.A.2.b.1.I04.D03,3,-0.005759265816116898,45
4.A.2.b.1.I04.D03,4,-0.006160092141308837,45
4.A.2.b.1.I04.D03,5,-0.0018124737272644134,45
4.A.2.b.1.I04.D04,2,0.03788886754907899,45
4.A.2.b.1.I04.D04,3,0.010693681681775816,45
4.A.2.b.1.I04.D06,1,0.030772175400683787,45
4.A.2.b.1.I04.D06,2,-0.026592287188611962,45
4.A.2.b.1.I04.D10,1,-0.010819551041787561,45
4.A.2.b.1.I04.D10,2,0.016978931720169482,45
4.A.2.b.1.I04.D11,1,0.031313573716637184,45
4.A.2.b.1.I04.D11,2,0.0035811789905035424,45
4.A.2.b.1.I04.D11,3,0.018794082199669146,45
4.A.2.b.1.I04.D11,4,-0.01497347751040193,45
4.A.2.b.1.I04.D11,5,0.022692828659265897,45
4.A.2.b.1.I04.D12,2,0.012502635337783606,45
4.A.2.b.1.I04.D12,3,-0.00034871674748580714,45
4.A.2.b.1.I04.D13,1,-0.025688115635280468,45
4.A.2.b.1.I04.D13,2,-0.018044361229997457,45
4.A.2.b.1.I04.D13,3,-0.0038310505209532275,45
4.A.2.b.1.I04.D13,4,-0.023813748918421314,45
4.A.2.b.1.I04.D13,5,-0.02011458559497787,45
4.A.2.b.1.I06.D02,2,0.0017148603469026758,45
4.A.2.b.1.I06.D02,3,0.024091241411483486,45
4.A.2.b.1.I06.D02,4,0.010125471118489148,45
4.A.2.b.1.I06.D02,5,0.006316740735491735,45
4.A.2.b.1.I07.D01,1,-0.030927580349452016,45
4.A.2.b.1.I07.D01,2,-0.018258769539770684,45
4.A.2.b.1.I07.D01,3,-0.020858054634830425,45
4.A.2.b.1.I07.D01,4,-0.009285608228231214,45
4.A.2.b.1.I07.D01,5,-0.016118237987210238,45
4.A.2.b.1.I08.D01,1,0.04084965110232198,45
4.A.2.b.1.I08.D01,2,0.0029287937214366364,45
4.A.2.b.1.I08.D01,3,0.0036327651937522257,45
4.A.2.b.1.I08.D01,4,-0.003425266225215776,45
4.A.2.b.1.I08.D01,5,-0.0019640694829416404,45
4.A.2.b.1.I08.D02,2,-0.0020891920104257095,45
4.A.2.b.1.I08.D02,3,-0.00755884898050606,45
4.A.2.b.1.I08.D02,4,-0.002567518814090566,45
4.A.2.b.1.I08.D02,5,0.005394459845755777,45
4.A.2.b.1.I08.D04,1,-0.02252907369316136,45
4.A.2.b.1.I08.D04,2,0.0013827091395860872,45
4.A.2.b.1.I08.D04,3,0.004676330924780054,45
4.A.2.b.1.I08.D04,4,-0.03573335927889779,45
4.A.2.b.1.I08.D05,2,-0.00906428914116829,45
4.A.2.b.1.I08.D05,3,-0.016778866015708643,45
4.A.2.b.1.I08.D05,4,-0.017752174634355126,45
4.A.2.b.1.I08.D05,5,-0.02230936575994643,45
4.A.2.b.1.I08.D07,1,-0.028989054824051712,45
4.A.2.b.1.I08.D07,2,-0.04054057509136738,45
4.A.2.b.1.I08.D08,1,-0.025013857239394265,45
4.A.2.b.1.I08.D08,2,-0.052191689588555176,45
4.A.2.b.1.I08.D08,3,-0.0274822858734102,45
4.A.2.b.1.I08.D08,4,-0.00338423574648282,45
4.A.2.b.1.I08.D08,5,-0.0025816338380576023,45
4.A.2.b.1.I08.D11,2,0.018533220121654148,45
4.A.2.b.1.I08.D11,3,-0.0019884292781614326,45
4.A.2.b.1.I08.D12,2,-0.008843499964406894,45
4.A.2.b.1.I08.D12,3,-0.03044646089874,45
4.A.2.b.1.I08.D12,4,-0.006387118600550798,45
4.A.2.b.1.I08.D13,1,0.0054180248520887256,45
4.A.2.b.1.I08.D13,2,0.018754331907899092,45
4.A.2.b.1.I08.D13,3,-0.020361222451418484,45
4.A.2.b.1.I08.D13,4,-0.012436438885969289,45
4.A.2.b.1.I08.D14,2,-0.007739680137867419,45
4.A.2.b.1.I08.D14,3,-0.030627011212618335,45
4.A.2.b.1.I08.D14,4,-0.005977497255180713,45
4.A.2.b.1.I09.D01,1,-0.013889833994246006,45
4.A.2.b.1.I09.D01,2,-0.03225656598219726,45
4.A.2.b.1.I09.D01,3,0.0024390880267176223,45
4.A.2.b.1.I09.D01,4,0.0042286856241510575,45
4.A.2.b.1.I09.D01,5,0.0024788462421771154,45
4.A.2.b.1.I09.D05,1,0.0003874727773629645,45
4.A.2.b.1.I09.D05,2,0.004936626493053778,45
4.A.2.b.1.I09.D05,3,-0.003236366966096883,45
4.A.2.b.1.I09.D05,4,0.00258583282086754,45
4.A.2.b.1.I09.D05,5,0.0008007810805528732,45
4.A.2.b.1.I09.D06,1,0.03925320191788946,45
4.A.2.b.1.I09.D06,2,0.0014651822905830314,45
4.A.2.b.1.I09.D06,3,-0.006239010397756963,45
4.A.2.b.1.I09.D06,4,-0.00012966267846879997,45
4.A.2.b.1.I09.D06,5,0.0041353658079257465,45
4.A.2.b.1.I10.D01,1,0.039620560065143584,45
4.A.2.b.1.I10.D01,2,0.011886533839741533,45
4.A.2.b.1.I10.D01,3,0.016925093410647993,45
4.A.2.b.1.I10.D01,4,-0.0038438326798895172,45
4.A.2.b.1.I10.D01,5,0.01559726533127945,45
4.A.2.b.1.I10.D02,2,-0.004879545103532886,45
4.A.2.b.1.I10.D02,3,-0.0012712779720648942,45
4.A.2.b.1.I10.D02,4,0.003563859731644194,45
4.A.2.b.1.I10.D02,5,0.0021309354817898108,45
4.A.2.b.1.I10.D03,1,0.012418477578490386,45
4.A.2.b.1.I10.D03,2,-0.017764069999419645,45
4.A.2.b.1.I10.D03,3,0.003676746489778859,45
4.A.2.b.1.I10.D03,4,-0.008964785516472833,45
4.A.2.b.1.I10.D03,5,-0.010684237811240352,45
4.A.2.b.1.I10.D05,1,-0.004000737688824909,45
4.A.2.b.1.I10.D05,2,-0.002220214098671377,45
4.A.2.b.1.I10.D05,3,-0.007865905072789435,45
4.A.2.b.1.I10.D05,4,-0.016163137506415858,45
4.A.2.b.1.I10.D06,1,0.0057119393510026845,45
4.A.2.b.1.I10.D06,2,-0.009336925845905357,45
4.A.2.b.1.I10.D11,1,-0.006806100084925618,45
4.A.2.b.1.I10.D11,2,-0.016607892166359696,45
4.A.2.b.1.I10.D11,3,-0.02433388398896099,45
4.A.2.b.1.I10.D11,4,0.005228108578641695,45
4.A.2.b.1.I11.D01,1,-0.030930022330227486,45
4.A.2.b.1.I11.D01,2,-0.00032126512900645216,45
4.A.2.b.1.I11.D01,3,-0.03954141380403869,45
4.A.2.b.1.I11.D01,4,0.0008303205063133149,45
4.A.2.b.1.I11.D01,5,-0.03910508636030257,45
4.A.2.b.2.I01.D01,4,-0.009359499325585524,45
4.A.2.b.2.I01.D02,2,0.0008602704077191314,45
4.A.2.b.2.I01.D02,3,0.026536984493251366,45
4.A.2.b.2.I01.D02,4,0.009932399458827408,45
4.A.2.b.2.I01.D02,5,0.0037019254787769335,45
4.A.2.b.2.I01.D04,2,-0.007571694505528871,45
4.A.2.b.2.I01.D05,3,-0.030142493837774894,45
4.A.2.b.2.I02.D01,2,0.0031414000827589186,45
4.A.2.b.2.I02.D01,3,-0.01533485062889282,45
4.A.2.b.2.I02.D01,4,0.0013375021444857874,45
4.A.2.b.2.I02.D01,5,-0.004360904318604192,45
4.A.2.b.2.I02.D02,1,-0.043461377467761936,45
4.A.2.b.2.I02.D02,2,-0.005572033916425556,45
4.A.2.b.2.I02.D02,3,-0.03083822337323333,45
4.A.2.b.2.I02.D02,4,-0.018163551961360356,45
4.A.2.b.2.I02.D02,5,-0.020905511889623463,45
4.A.2.b.2.I02.D04,2,0.002408675329022435,45
4.A.2.b.2.I02.D04,3,0.039167441991519794,45
4.A.2.b.2.I02.D05,1,0.10382215722692724,45
4.A.2.b.2.I02.D05,2,0.009380082367889975,45
4.A.2.b.2.I02.D05,3,0.0369883411778904,45
4.A.2.b.2.I02.D05,4,0.026332520198452992,45
4.A.2.b.2.I02.D05,5,0.057071092210541526,45
4.A.2.b.2.I02.D06,1,0.09999779263319275,45
4.A.2.b.2.I02.D06,2,0.013132656567866295,45
4.A.2.b.2.I02.D06,3,0.03515128702292015,45
4.A.2.b.2.I02.D06,4,-0.007346714706151169,45
4.A.2.b.2.I02.D06,5,0.05400594487646552,45
4.A.2.b.2.I02.D07,1,0.13879000673828346,45
4.A.2.b.2.I02.D07,2,0.015574915172867996,45
4.A.2.b.2.I02.D07,3,0.05543778416526286,45
4.A.2.b.2.I02.D07,4,0.03500242511435196,45
4.A.2.b.2.I02.D07,5,0.00923210061261363,45
4.A.2.b.2.I02.D10,1,0.21702399632540137,45
4.A.2.b.2.I02.D10,2,0.017058267635242104,45
4.A.2.b.2.I02.D10,3,0.05781595624355829,45
4.A.2.b.2.I02.D10,4,0.04125123373905822,45
4.A.2.b.2.I02.D10,5,0.00984178955427077,45
4.A.2.b.2.I02.D12,1,0.03828656956341469,45
4.A.2.b.2.I02.D12,2,0.0014705868173748493,45
4.A.2.b.2.I02.D12,3,0.015251598705541432,45
4.A.2.b.2.I02.D12,4,0.00819142642062621,45
4.A.2.b.2.I02.D12,5,0.04205951711808642,45
4.A.2.b.2.I03.D01,3,-0.022880238491121647,45
4.A.2.b.2.I03.D01,4,0.012828878589269902,45
4.A.2.b.2.I03.D01,5,0.026131572974086685,45
4.A.2.b.2.I03.D02,1,-0.030896399759875282,45
4.A.2.b.2.I03.D02,2,-0.07056432449679688,45
4.A.2.b.2.I03.D02,3,-0.030908978899658206,45
4.A.2.b.2.I03.D02,4,-0.0034479268929054735,45
4.A.2.b.2.I03.D02,5,-0.001966811147605547,45
4.A.2.b.2.I03.D03,1,-0.017911080272090003,45
4.A.2.b.2.I03.D03,2,-0.04984356568641932,45
4.A.2.b.2.I03.D03,3,-0.02770990412680077,45
4.A.2.b.2.I03.D03,4,-0.0007307954114960328,45
4.A.2.b.2.I03.D03,5,0.0010432145354892603,45
4.A.2.b.2.I03.D04,5,0.02862156181558504,45
4.A.2.b.2.I03.D05,1,-0.0057474072536515645,45
4.A.2.b.2.I03.D05,2,-0.0058951174019818715,45
4.A.2.b.2.I03.D05,3,-0.013095434153173092,45
4.A.2.b.2.I03.D05,4,0.01573891565771846,45
4.A.2.b.2.I03.D05,5,-0.03420391922764878,45
4.A.2.b.2.I04.D02,1,-0.019187959248335284,45
4.A.2.b.2.I04.D02,2,-0.031152226201750923,45
4.A.2.b.2.I05.D03,1,0.007191387790886599,45
4.A.2.b.2.I05.D03,2,0.011547348149073884,45
4.A.2.b.2.I06.D01,2,-0.022676138977945712,45
4.A.2.b.2.I06.D01,3,-0.008017558002241616,45
4.A.2.b.2.I06.D01,4,-0.02135182030707514,45
4.A.2.b.2.I06.D01,5,-0.03707619656885584,45
4.A.2.b.2.I06.D02,1,0.10310200794618714,45
4.A.2.b.2.I06.D02,2,0.022486217066541577,45
4.A.2.b.2.I06.D02,3,0.049728370982934915,45
4.A.2.b.2.I06.D02,4,-0.0069300823547658996,45
4.A.2.b.2.I06.D02,5,0.06419050039069402,45
4.A.2.b.2.I06.D04,2,-0.022435292870736825,45
4.A.2.b.2.I06.D04,3,-0.008460971024931128,45
4.A.2.b.2.I06.D04,4,-0.02121784979580058,45
4.A.2.b.2.I07.D02,2,-0.00832309823940235,45
4.A.2.b.2.I07.D02,3,-0.010699387656585367,45
4.A.2.b.2.I07.D02,4,-0.010558552178987667,45
4.A.2.b.2.I07.D02,5,-0.0049750764064425525,45
4.A.2.b.2.I07.D05,2,-0.0028876602724209753,45
4.A.2.b.2.I07.D05,3,-0.02272774644785128,45
4.A.2.b.2.I07.D05,4,-0.011914801061114977,45
4.A.2.b.2.I07.D05,5,0.0031326534707304243,45
4.A.2.b.2.I07.D06,2,0.010876842386489262,45
4.A.2.b.2.I07.D06,3,0.012332004298139538,45
4.A.2.b.2.I07.D07,2,0.02190884552625218,45
4.A.2.b.2.I07.D07,3,0.08178793167733954,45
4.A.2.b.2.I07.D07,4,0.06366064312173969,45
4.A.2.b.2.I07.D07,5,0.07176981305020923,45
4.A.2.b.2.I09.D01,1,-0.026509357374992205,45
4.A.2.b.2.I09.D01,2,-0.04157664130473057,45
4.A.2.b.2.I09.D01,3,-0.07953337666729536,45
4.A.2.b.2.I09.D01,4,-0.05022952800577442,45
4.A.2.b.2.I09.D01,5,-0.034361294631923604,45
4.A.2.b.2.I09.D02,1,-0.003729925223696111,45
4.A.2.b.2.I09.D02,2,0.014114296842521972,45
4.A.2.b.2.I09.D02,3,0.006979190393903134,45
4.A.2.b.2.I09.D02,4,0.02278123835775137,45
4.A.2.b.2.I09.D02,5,0.03203196063904955,45
4.A.2.b.2.I11.D01,1,-0.015998981755924336,45
4.A.2.b.2.I11.D01,2,0.002580754834207187,45
4.A.2.b.2.I11.D01,3,-0.017240050840029175,45
4.A.2.b.2.I11.D01,4,-0.0016671983151913042,45
4.A.2.b.2.I11.D01,5,-0.009010613761087895,45
4.A.2.b.2.I11.D04,2,0.028140061719954666,45
4.A.2.b.2.I11.D04,3,0.0036153147594132685,45
4.A.2.b.2.I11.D04,4,-0.007224399229175245,45
4.A.2.b.2.I11.D04,5,0.0019563096760334114,45
4.A.2.b.2.I12.D01,1,-0.0236323427198361,45
4.A.2.b.2.I12.D01,2,-0.02389628386812292,45
4.A.2.b.2.I12.D01,3,-0.014531302731940185,45
4.A.2.b.2.I12.D01,4,0.016125443063045898,45
4.A.2.b.2.I12.D01,5,0.019264077988673863,45
4.A.2.b.2.I12.D02,1,0.009352298376425199,45
4.A.2.b.2.I12.D02,2,0.006279835859904083,45
4.A.2.b.2.I12.D02,3,0.01587578056628813,45
4.A.2.b.2.I12.D02,4,0.026145811912163162,45
4.A.2.b.2.I12.D02,5,0.02689211949089765,45
4.A.2.b.2.I12.D03,1,0.03596309591551447,45
4.A.2.b.2.I12.D03,2,-0.024240069548016052,45
4.A.2.b.2.I12.D03,3,-0.02433050757243102,45
4.A.2.b.2.I12.D03,4,0.0006717851710743712,45
4.A.2.b.2.I12.D03,5,0.03367894191546797,45
4.A.2.b.2.I13.D01,2,-0.005297864843249452,45
4.A.2.b.2.I13.D03,2,0.009426638744608104,45
4.A.2.b.2.I13.D03,3,0.01726877697575562,45
4.A.2.b.2.I13.D03,4,0.011762010110342782,45
4.A.2.b.2.I13.D03,5,0.012638107417941375,45
4.A.2.b.2.I14.D01,1,0.13484927781251074,45
4.A.2.b.2.I14.D01,2,0.012502460970250389,45
4.A.2.b.2.I14.D01,3,0.021536079087776678,45
4.A.2.b.2.I14.D01,4,0.0018238605586810219,45
4.A.2.b.2.I14.D01,5,0.016175566282551315,45
4.A.2.b.2.I14.D02,3,0.005884856285978005,45
4.A.2.b.2.I14.D02,4,-0.028700150377303807,45
4.A.2.b.2.I14.D03,1,0.0688618090482785,45
4.A.2.b.2.I14.D03,2,0.021901834865574718,45
4.A.2.b.2.I14.D03,3,0.018136324420553653,45
4.A.2.b.2.I14.D03,4,-0.0029499510960154856,45
4.A.2.b.2.I14.D03,5,-0.0037814186976890024,45
4.A.2.b.2.I14.D06,2,0.026126154311642065,45
4.A.2.b.2.I14.D06,3,0.041375663624544756,45
4.A.2.b.2.I14.D06,4,-0.0003864561919427497,45
4.A.2.b.2.I15.D03,1,0.01218609635639959,45
4.A.2.b.2.I15.D03,2,0.02121052507154061,45
4.A.2.b.2.I15.D03,3,0.03192293582515545,45
4.A.2.b.2.I15.D03,4,0.033840491666942196,45
4.A.2.b.2.I15.D05,1,-0.029901227835085177,45
4.A.2.b.2.I15.D05,2,0.051600037271660966,45
4.A.2.b.2.I15.D05,3,0.0058917496576000195,45
4.A.2.b.2.I15.D05,4,-0.01752081320250414,45
4.A.2.b.2.I15.D05,5,-0.01909705368980598,45
4.A.2.b.2.I15.D06,1,0.013785220558136867,45
4.A.2.b.2.I15.D06,2,0.032523455837006374,45
4.A.2.b.2.I15.D06,3,0.04751017058163224,45
4.A.2.b.2.I15.D06,4,0.0488971739499902,45
4.A.2.b.2.I15.D07,1,0.018226615661305064,45
4.A.2.b.2.I15.D08,5,0.01615833569964879,45
4.A.2.b.2.I15.D10,5,0.012487243402444495,45
4.A.2.b.2.I15.D11,1,0.001525612651344626,45
