dwa_id,seniority_group,gamma_hat_Post,E_k_Theory
4.A.2.a.2.I03.D01,5,-0.001615574202197066,0.7083333333333334
4.A.2.a.2.I03.D02,1,-0.02154556432575773,0.8
4.A.2.a.2.I03.D02,2,-0.046238950064483655,0.8
4.A.2.a.2.I03.D02,3,-0.04619042817073339,0.8
4.A.2.a.2.I03.D02,4,-0.056946730617754716,0.8
4.A.2.a.2.I03.D02,5,-0.04695224332099498,0.8
4.A.2.a.2.I03.D03,1,-0.009404568106478758,0.7708333333333334
4.A.2.a.2.I03.D03,2,0.001018035331561595,0.7708333333333334
4.A.2.a.2.I03.D03,3,0.00945908839488033,0.7708333333333334
4.A.2.a.2.I03.D03,4,0.006766123354280142,0.7708333333333334
4.A.2.a.2.I03.D03,5,0.0391582128291311,0.7708333333333334
4.A.2.a.2.I04.D01,1,0.0003068639479081883,0.6538461538461539
4.A.2.a.2.I04.D01,2,-0.004767854716992478,0.6538461538461539
4.A.2.a.2.I04.D01,3,-0.012986039087087663,0.6538461538461539
4.A.2.a.2.I04.D01,4,-0.006477654746036284,0.6538461538461539
4.A.2.a.2.I04.D01,5,0.020568466869728987,0.6538461538461539
4.A.2.a.2.I04.D02,1,-0.012810231239141203,0.4
4.A.2.a.2.I04.D02,2,-0.06294552534421759,0.4
4.A.2.a.2.I04.D03,1,0.02935590623120179,0.3181818181818182
4.A.2.a.2.I04.D03,2,0.03803098949285232,0.3181818181818182
4.A.2.a.2.I04.D03,3,0.11870402464156683,0.3181818181818182
4.A.2.a.2.I04.D03,4,-0.041383853027084715,0.3181818181818182
4.A.2.a.2.I04.D03,5,-0.06452629083123802,0.3181818181818182
4.A.2.a.2.I05.D02,1,-0.025093851775325155,0.8333333333333334
4.A.2.a.2.I05.D02,2,-0.03258894337794409,0.8333333333333334
4.A.2.a.2.I05.D02,3,0.004455831316477338,0.8333333333333334
4.A.2.a.2.I05.D02,4,-0.00958842310288106,0.8333333333333334
4.A.2.a.2.I05.D02,5,0.019239517824637904,0.8333333333333334
4.A.2.a.2.I05.D04,1,0.06179987802743202,0.6428571428571429
4.A.2.a.2.I05.D04,2,0.005471973047907749,0.6428571428571429
4.A.2.a.2.I05.D04,3,0.04153541207082571,0.6428571428571429
4.A.2.a.2.I05.D04,4,-0.027109315053230824,0.6428571428571429
4.A.2.a.2.I05.D04,5,0.03455807968889943,0.6428571428571429
4.A.2.a.2.I05.D05,1,0.016244217539322856,0.25
4.A.2.a.3.I01.D01,1,-0.031258908860205235,0.625
4.A.2.a.3.I01.D01,2,-0.056427409569715224,0.625
4.A.2.a.3.I01.D01,3,-0.006686034179737968,0.625
4.A.2.a.3.I01.D01,4,0.018106987721151793,0.625
4.A.2.a.3.I01.D01,5,0.03472518222877646,0.625
4.A.2.a.3.I01.D02,1,-0.009510354536151481,0.5
4.A.2.a.3.I01.D02,2,0.030460701738802363,0.5
4.A.2.a.3.I01.D02,3,-0.004648220070877496,0.5
4.A.2.a.3.I01.D02,4,-0.015029854042498594,0.5
4.A.2.a.3.I01.D04,1,-0.025990202619986733,0.65625
4.A.2.a.3.I01.D04,2,0.023135120460256793,0.65625
4.A.2.a.3.I01.D04,3,0.013482156492648507,0.65625
4.A.2.a.3.I01.D04,4,-0.009398951693982291,0.65625
4.A.2.a.3.I01.D04,5,-0.012320565430114764,0.65625
4.A.2.a.3.I01.D05,1,-0.08430284110698018,0.5714285714285714
4.A.2.a.3.I01.D05,2,-0.15893604186013144,0.5714285714285714
4.A.2.a.3.I01.D05,3,-0.1574828526308544,0.5714285714285714
4.A.2.a.3.I01.D05,4,-0.09972233468628594,0.5714285714285714
4.A.2.a.3.I01.D05,5,-0.07360260216237617,0.5714285714285714
4.A.2.a.3.I01.D08,1,-0.030510454903626742,0.9761904761904762
4.A.2.a.3.I01.D08,2,-0.17067520887112098,0.9761904761904762
4.A.2.a.3.I01.D08,3,-0.0722940131881544,0.9761904761904762
4.A.2.a.3.I01.D08,4,-0.059322086437478355,0.9761904761904762
4.A.2.a.3.I01.D08,5,0.00328695007926288,0.9761904761904762
4.A.2.a.3.I02.D01,2,0.009799700810709851,0.4090909090909091
4.A.2.a.3.I02.D01,3,0.035823924162622534,0.4090909090909091
4.A.2.a.3.I02.D01,4,-0.010772845619086388,0.4090909090909091
4.A.2.a.3.I02.D02,2,-0.030963900245638203,0.4375
4.A.2.a.3.I02.D02,3,-0.02867610766049007,0.4375
4.A.2.a.3.I02.D02,4,-0.009941071688293219,0.4375
4.A.2.a.3.I02.D02,5,-0.011317353829075024,0.4375
4.A.2.a.3.I03.D01,2,-0.0015919508600527558,0.5
4.A.2.a.3.I03.D01,3,-0.016686802358161588,0.5
4.A.2.a.3.I03.D01,4,-0.011291002010513855,0.5
4.A.2.a.3.I03.D01,5,-0.0025150359372274594,0.5
4.A.2.a.3.I03.D02,1,-0.019634655317176643,0.5
4.A.2.a.3.I03.D02,2,-0.017663190803841225,0.5
4.A.2.a.3.I03.D02,3,-0.09929446413121881,0.5
4.A.2.a.3.I03.D02,4,-0.06461410827421729,0.5
4.A.2.a.3.I03.D02,5,-0.030370290600021794,0.5
4.A.2.a.3.I03.D04,1,0.025158319049688724,0.7
4.A.2.a.3.I03.D04,2,-0.002004382249041108,0.7
4.A.2.a.3.I03.D04,3,-0.03466233939280064,0.7
4.A.2.a.3.I03.D04,4,-0.020299889415124353,0.7
4.A.2.a.3.I03.D04,5,0.026709883690942526,0.7
4.A.2.a.3.I03.D05,2,-0.04908962570224601,0.625
4.A.2.a.3.I03.D05,3,0.027950912766422538,0.625
4.A.2.a.3.I03.D05,4,-3.6507606619860106e-05,0.625
4.A.2.a.3.I03.D05,5,0.012802655759209821,0.625
4.A.2.a.4.I01.D07,2,0.06701793653476043,0.5
4.A.2.a.4.I01.D07,3,0.0394611164472584,0.5
4.A.2.a.4.I01.D07,4,-0.01894396965846209,0.5
4.A.2.a.4.I02.D01,5,0.0053518633759954085,0.5
4.A.2.a.4.I02.D04,1,-0.02810087835603664,0.5
4.A.2.a.4.I02.D04,2,-0.0507431062570092,0.5
4.A.2.a.4.I02.D04,3,-0.05469902018574661,0.5
4.A.2.a.4.I02.D04,4,-0.012244211349929417,0.5
4.A.2.a.4.I02.D04,5,-0.018337383326654685,0.5
4.A.2.a.4.I02.D07,2,-0.07202150127600809,0.5
4.A.2.a.4.I02.D07,3,0.004974634271151482,0.5
4.A.2.a.4.I02.D07,4,0.03273408089066047,0.5
4.A.2.a.4.I02.D07,5,0.028790398778867094,0.5
4.A.2.a.4.I02.D08,1,-0.05638360642219813,0.5
4.A.2.a.4.I02.D08,2,-0.1031601430577881,0.5
4.A.2.a.4.I02.D08,3,-0.05086674626109782,0.5
4.A.2.a.4.I02.D08,4,-0.002144736637077481,0.5
4.A.2.a.4.I02.D08,5,-0.0004604933345695289,0.5
4.A.2.a.4.I03.D03,2,-0.013165983246128114,0.5
4.A.2.a.4.I03.D03,3,-0.022440862092406325,0.5
4.A.2.a.4.I03.D03,4,-0.015335974570478294,0.5
4.A.2.a.4.I03.D03,5,-0.017438576809954632,0.5
4.A.2.a.4.I04.D01,1,0.06507217511300795,0.7916666666666666
4.A.2.a.4.I04.D01,2,0.03011625862042964,0.7916666666666666
4.A.2.a.4.I04.D01,3,0.096893375067163,0.7916666666666666
4.A.2.a.4.I04.D01,4,0.06366991096597362,0.7916666666666666
4.A.2.a.4.I04.D01,5,0.015099085193341823,0.7916666666666666
4.A.2.a.4.I04.D02,1,0.1261200878839174,0.6481481481481481
4.A.2.a.4.I04.D02,2,0.01586349325330539,0.6481481481481481
4.A.2.a.4.I04.D02,3,0.13504595986949797,0.6481481481481481
4.A.2.a.4.I04.D02,4,0.009650900487166991,0.6481481481481481
4.A.2.a.4.I04.D02,5,0.09173539747126042,0.6481481481481481
4.A.2.a.4.I05.D02,2,-0.006078120004498021,0.7222222222222222
4.A.2.a.4.I05.D02,3,-0.022003158849184346,0.7222222222222222
4.A.2.a.4.I05.D02,4,0.009450932294817504,0.7222222222222222
4.A.2.a.4.I05.D02,5,-0.0010173777158405104,0.7222222222222222
4.A.2.a.4.I05.D03,2,0.017310222678038445,0.6
4.A.2.a.4.I05.D03,3,0.0025310589667354214,0.6
4.A.2.a.4.I05.D03,4,-0.022073573598016236,0.6
4.A.2.a.4.I05.D03,5,0.0033992086305574044,0.6
4.A.2.a.4.I05.D05,1,0.2888180100887745,0.7307692307692307
4.A.2.a.4.I05.D05,2,0.028639126508553287,0.7307692307692307
4.A.2.a.4.I05.D05,3,0.09984497714115406,0.7307692307692307
4.A.2.a.4.I05.D05,4,0.061380169099785324,0.7307692307692307
4.A.2.a.4.I05.D05,5,0.014626540375135092,0.7307692307692307
4.A.2.a.4.I05.D06,2,0.017611709693922332,0.5625
4.A.2.a.4.I05.D06,3,0.014944002246509809,0.5625
4.A.2.a.4.I05.D06,4,-0.009485187485418291,0.5625
4.A.2.a.4.I05.D06,5,0.01752182931597919,0.5625
4.A.2.a.4.I05.D07,4,0.02803835065620601,0.5
4.A.2.a.4.I05.D07,5,-0.01773940080807522,0.5
4.A.2.a.4.I06.D01,1,0.08298919051121426,0.5357142857142857
4.A.2.a.4.I06.D01,2,0.0020153204116962597,0.5357142857142857
4.A.2.a.4.I06.D01,3,0.0459498287743001,0.5357142857142857
4.A.2.a.4.I06.D01,4,-0.025356987625076752,0.5357142857142857
4.A.2.a.4.I06.D01,5,0.04274477902374815,0.5357142857142857
4.A.2.a.4.I06.D02,1,0.01318713854034613,0.42857142857142855
4.A.2.a.4.I06.D02,2,0.02398727609313066,0.42857142857142855
4.A.2.a.4.I06.D03,1,-0.0002234108506711464,0.4888888888888889
4.A.2.a.4.I06.D03,2,-0.0005279360973555219,0.4888888888888889
4.A.2.a.4.I06.D03,3,0.0516721193008224,0.4888888888888889
4.A.2.a.4.I06.D03,4,0.023436808724188383,0.4888888888888889
4.A.2.a.4.I06.D03,5,0.014267375116330075,0.4888888888888889
4.A.2.a.4.I06.D05,3,-0.022645879877876807,0.6
4.A.2.a.4.I06.D05,4,-0.01119443158499129,0.6
4.A.2.a.4.I06.D05,5,-0.015537800221500657,0.6
4.A.2.a.4.I07.D01,1,0.010149179672180986,0.8181818181818182
4.A.2.a.4.I07.D01,2,0.0012390994982071748,0.8181818181818182
4.A.2.a.4.I07.D01,3,-0.0012659346905518145,0.8181818181818182
4.A.2.a.4.I07.D01,4,0.011928217970273415,0.8181818181818182
4.A.2.a.4.I07.D01,5,0.0022140530587393173,0.8181818181818182
4.A.2.a.4.I07.D02,1,0.012588076984634149,0.7857142857142857
4.A.2.a.4.I07.D02,2,0.0016950155841614469,0.7857142857142857
4.A.2.a.4.I07.D02,3,0.14416730793871643,0.7857142857142857
4.A.2.a.4.I07.D02,4,0.09073531575539831,0.7857142857142857
4.A.2.a.4.I07.D02,5,0.050763578809490714,0.7857142857142857
4.A.2.a.4.I07.D03,2,-0.01567609434989584,0.5
4.A.2.a.4.I07.D03,3,-0.03219742875276659,0.5
4.A.2.a.4.I07.D03,4,0.011036469625681757,0.5
4.A.2.a.4.I07.D03,5,-0.0021245085825331977,0.5
4.A.2.a.4.I07.D04,2,-0.11280389499860972,0.5
4.A.2.a.4.I07.D04,3,-0.060023413010842096,0.5
4.A.2.a.4.I07.D04,4,-0.04550359415081831,0.5
4.A.2.a.4.I07.D04,5,-0.0015291814584725738,0.5
4.A.2.a.4.I07.D05,1,-0.00678763591462692,0.53125
4.A.2.a.4.I07.D05,2,0.02397339233204771,0.53125
4.A.2.a.4.I07.D05,3,0.025229278665049294,0.53125
4.A.2.a.4.I07.D05,4,-0.015657364739880966,0.53125
4.A.2.a.4.I07.D05,5,-0.015618210659653313,0.53125
4.A.2.a.4.I07.D06,4,-0.054680604074053424,0.25
4.A.2.a.4.I07.D06,5,0.005262393758018402,0.25
4.A.2.a.4.I07.D08,1,0.007418998234668402,0.5
4.A.2.a.4.I07.D08,2,-0.057424960210741886,0.5
4.A.2.a.4.I07.D08,3,0.010104878333061425,0.5
4.A.2.a.4.I07.D08,4,-0.0013825477578562897,0.5
4.A.2.a.4.I07.D08,5,0.008519212253184028,0.5
4.A.2.a.4.I07.D09,1,-0.0362490818830587,0.5
4.A.2.a.4.I07.D09,2,0.012125019151601342,0.5
4.A.2.a.4.I07.D09,3,-0.010285555341458127,0.5
4.A.2.a.4.I07.D09,4,-0.008845156814718539,0.5
4.A.2.a.4.I07.D09,5,-0.003518739581146139,0.5
4.A.2.a.4.I07.D12,1,-0.04602628216226093,0.5227272727272727
4.A.2.a.4.I07.D12,2,-0.022073671311537077,0.5227272727272727
4.A.2.a.4.I07.D12,3,-0.02632629312258057,0.5227272727272727
4.A.2.a.4.I07.D12,4,-0.008634678116991696,0.5227272727272727
4.A.2.a.4.I07.D12,5,-0.0183945268180941,0.5227272727272727
4.A.2.a.4.I07.D14,1,0.06285002005860317,0.6666666666666666
4.A.2.a.4.I07.D14,2,0.0051723354871134886,0.6666666666666666
4.A.2.a.4.I07.D14,3,0.03436619701278269,0.6666666666666666
4.A.2.a.4.I07.D14,4,0.019072660191618764,0.6666666666666666
4.A.2.a.4.I07.D14,5,0.04111786832189005,0.6666666666666666
4.A.2.a.4.I07.D15,1,-0.01151966515104997,0.5384615384615384
4.A.2.a.4.I07.D15,2,-0.028567101019225938,0.5384615384615384
4.A.2.a.4.I07.D15,3,-0.048200152357654354,0.5384615384615384
4.A.2.a.4.I07.D15,4,-0.03435769791955772,0.5384615384615384
4.A.2.a.4.I07.D15,5,-0.022331952339195632,0.5384615384615384
4.A.2.a.4.I08.D01,2,-0.08050437261131732,0.5
4.A.2.a.4.I08.D01,3,-0.04492213072465381,0.5
4.A.2.a.4.I08.D01,4,0.010005980829754608,0.5
4.A.2.a.4.I08.D01,5,0.035363024726188935,0.5
4.A.2.a.4.I09.D03,4,0.011065568907925491,0.5
4.A.2.a.4.I09.D03,5,-0.004072723837543653,0.5
4.A.2.a.4.I10.D01,1,0.11201945565940791,0.38235294117647056
4.A.2.a.4.I10.D01,2,0.023867512516605426,0.38235294117647056
4.A.2.a.4.I10.D04,1,0.07313395170726483,0.5
4.A.2.a.4.I10.D04,2,0.03593257779067288,0.5
4.A.2.a.4.I10.D05,5,0.07320559863702086,0.2692307692307692
4.A.2.a.4.I10.D06,1,0.048888076563224976,0.4166666666666667
4.A.2.a.4.I10.D06,2,-0.004354308442839641,0.4166666666666667
4.A.2.a.4.I10.D06,3,0.03365029668684244,0.4166666666666667
4.A.2.a.4.I10.D06,4,-0.013878126574622226,0.4166666666666667
4.A.2.a.4.I10.D06,5,0.02245205281044978,0.4166666666666667
4.A.2.a.4.I11.D01,2,-0.023775710212178728,0.5
4.A.2.a.4.I11.D01,3,-0.027379657093478622,0.5
4.A.2.a.4.I11.D01,4,-0.0007656070911008706,0.5
4.A.2.a.4.I11.D01,5,0.02356792962812769,0.5
4.A.2.a.4.I11.D02,1,-0.011072881029770387,0.5625
4.A.2.a.4.I11.D02,2,0.027013466209043244,0.5625
4.A.2.a.4.I11.D02,3,-0.0009713971574103078,0.5625
4.A.2.a.4.I11.D02,4,0.014411185293166049,0.5625
4.A.2.a.4.I11.D02,5,0.04076837773887004,0.5625
4.A.2.a.4.I11.D04,2,-0.028085775019047896,0.5192307692307693
4.A.2.a.4.I11.D04,3,-0.026767911406772663,0.5192307692307693
4.A.2.a.4.I11.D04,4,0.006156868281007527,0.5192307692307693
4.A.2.a.4.I11.D04,5,0.010235931046287335,0.5192307692307693
4.A.2.a.4.I11.D05,2,-0.01759702707373327,0.5
4.A.2.a.4.I11.D05,3,-0.059791013946507335,0.5
4.A.2.a.4.I11.D05,4,-0.011936272394002028,0.5
4.A.2.a.4.I11.D05,5,-0.004712349452330751,0.5
4.A.2.a.4.I11.D06,2,-0.017673434377984312,0.5
4.A.2.a.4.I11.D06,3,-0.058510022631075104,0.5
4.A.2.a.4.I11.D06,4,-0.012089985623473251,0.5
4.A.2.a.4.I11.D06,5,-0.00425535345595566,0.5
4.A.2.a.4.I11.D07,4,-0.011730665664326389,0.5
4.A.2.a.4.I11.D07,5,-0.005074536451607524,0.5
4.A.2.a.4.I12.D01,1,0.04713367505074048,0.4375
4.A.2.a.4.I12.D01,2,-0.01070341474695769,0.4375
4.A.2.a.4.I12.D01,3,0.028373712512534417,0.4375
4.A.2.a.4.I12.D01,4,0.01466997922013863,0.4375
4.A.2.a.4.I12.D01,5,0.021719289680886447,0.4375
4.A.2.a.4.I12.D02,2,-0.0011585040720440863,0.75
4.A.2.a.4.I12.D02,3,-0.04056028482976577,0.75
4.A.2.a.4.I12.D02,4,-0.021573907489162547,0.75
4.A.2.a.4.I12.D02,5,0.003305486527634821,0.75
4.A.2.a.4.I12.D03,2,0.009080754064731862,0.6428571428571429
4.A.2.a.4.I12.D03,3,0.0456334733286308,0.6428571428571429
4.A.2.a.4.I12.D03,4,-0.010256483971799023,0.6428571428571429
4.A.2.a.4.I12.D03,5,0.0032641584849170415,0.6428571428571429
4.A.2.a.4.I12.D05,1,0.018628739317127586,0.42857142857142855
4.A.2.a.4.I12.D05,2,0.013484440061422995,0.42857142857142855
4.A.2.a.4.I12.D05,3,-0.012076766778983512,0.42857142857142855
4.A.2.a.4.I12.D05,4,-0.024333637780928855,0.42857142857142855
4.A.2.a.4.I12.D05,5,-0.022509285506151815,0.42857142857142855
4.A.2.b.1.I01.D02,1,-0.014140230212782665,0.4642857142857143
4.A.2.b.1.I01.D02,2,-0.04586442290592481,0.4642857142857143
4.A.2.b.1.I01.D02,3,-0.008375927736742249,0.4642857142857143
4.A.2.b.1.I01.D02,4,0.02238968290639864,0.4642857142857143
4.A.2.b.1.I01.D02,5,0.022222408624606362,0.4642857142857143
4.A.2.b.1.I01.D03,1,0.012513504709977157,0.6818181818181818
4.A.2.b.1.I01.D03,2,-0.024386841915105026,0.6818181818181818
4.A.2.b.1.I01.D03,3,-0.02602177549958344,0.6818181818181818
4.A.2.b.1.I01.D03,4,0.01950224390169448,0.6818181818181818
4.A.2.b.1.I01.D03,5,0.01900997931459385,0.6818181818181818
4.A.2.b.1.I01.D05,1,-0.013021132298357033,0.7857142857142857
4.A.2.b.1.I01.D05,2,-0.008978214919555437,0.7857142857142857
4.A.2.b.1.I01.D05,3,-0.0387476430807375,0.7857142857142857
4.A.2.b.1.I01.D05,4,-0.026721706475861483,0.7857142857142857
4.A.2.b.1.I01.D06,1,0.005297277157785555,0.5416666666666666
4.A.2.b.1.I01.D06,2,0.027450287799093163,0.5416666666666666
4.A.2.b.1.I01.D06,3,0.033004164840577596,0.5416666666666666
4.A.2.b.1.I01.D06,4,-0.010010346314124782,0.5416666666666666
4.A.2.b.1.I01.D06,5,-0.023006811754280668,0.5416666666666666
4.A.2.b.1.I01.D07,1,-0.00990213054076279,0.7166666666666667
4.A.2.b.1.I01.D07,2,0.008100176922303083,0.7166666666666667
4.A.2.b.1.I01.D07,3,-0.029752424798149664,0.7166666666666667
4.A.2.b.1.I01.D07,4,0.0018046822027346008,0.7166666666666667
4.A.2.b.1.I01.D07,5,0.014346672068171603,0.7166666666666667
4.A.2.b.1.I02.D02,1,0.02256907954832628,0.17857142857142858
4.A.2.b.1.I02.D03,1,0.027453162902738068,0.1111111111111111
4.A.2.b.1.I02.D03,2,-0.025106572050634192,0.1111111111111111
4.A.2.b.1.I02.D03,3,0.01753615114843276,0.1111111111111111
4.A.2.b.1.I02.D03,4,-0.011126658271572328,0.1111111111111111
4.A.2.b.1.I03.D02,1,-0.0237788451368181,0.625
4.A.2.b.1.I03.D02,2,-0.05584881774809039,0.625
4.A.2.b.1.I03.D02,3,-0.10921957307915889,0.625
4.A.2.b.1.I03.D02,4,-0.05782679319942679,0.625
4.A.2.b.1.I03.D02,5,-0.03702336349464236,0.625
4.A.2.b.1.I03.D04,2,-0.042125635625835704,0.5
4.A.2.b.1.I03.D04,3,0.02242159268831663,0.5
4.A.2.b.1.I03.D04,4,0.004741110503172037,0.5
4.A.2.b.1.I03.D04,5,0.005862393667109052,0.5
4.A.2.b.1.I04.D01,1,-0.05676520846095238,0.5833333333333334
4.A.2.b.1.I04.D01,2,-0.0008282911540247796,0.5833333333333334
4.A.2.b.1.I04.D03,2,-0.0033018762419103212,0.5333333333333333
4.A.2.b.1.I04.D03,3,-0.009600301440784366,0.5333333333333333
4.A.2.b.1.I04.D03,4,-0.007179007240611351,0.5333333333333333
4.A.2.b.1.I04.D03,5,-0.0001550547219041413,0.5333333333333333
4.A.2.b.1.I04.D04,2,0.06420724411366088,0.5625
4.A.2.b.1.I04.D04,3,0.02640837240905804,0.5625
4.A.2.b.1.I04.D06,1,0.05540906593764579,0.625
4.A.2.b.1.I04.D06,2,-0.050466354436479156,0.625
4.A.2.b.1.I04.D10,1,-0.01483171135849002,0.8181818181818182
4.A.2.b.1.I04.D10,2,0.03353296545961315,0.8181818181818182
4.A.2.b.1.I04.D11,1,0.06173150128321314,0.375
4.A.2.b.1.I04.D11,2,0.008713878222199357,0.375
4.A.2.b.1.I04.D11,3,0.038553949090261525,0.375
4.A.2.b.1.I04.D11,4,-0.025937749220897574,0.375
4.A.2.b.1.I04.D11,5,0.029969044325358938,0.375
4.A.2.b.1.I04.D12,2,0.02360386192122118,0.5
4.A.2.b.1.I04.D12,3,-0.0035425423852416776,0.5
4.A.2.b.1.I04.D13,1,-0.04122541284472274,0.5
4.A.2.b.1.I04.D13,2,-0.029881233177361157,0.5
4.A.2.b.1.I04.D13,3,0.0035075360655254626,0.5
4.A.2.b.1.I04.D13,4,-0.036975430179326724,0.5
4.A.2.b.1.I04.D13,5,-0.03283941315188666,0.5
4.A.2.b.1.I06.D02,2,0.004108304647300669,0.4605263157894737
4.A.2.b.1.I06.D02,3,0.0424314988337171,0.4605263157894737
4.A.2.b.1.I06.D02,4,0.019218434112481017,0.4605263157894737
4.A.2.b.1.I06.D02,5,0.008260363020688105,0.4605263157894737
4.A.2.b.1.I07.D01,1,-0.051647371776629133,0.9583333333333334
4.A.2.b.1.I07.D01,2,-0.02827747062908463,0.9583333333333334
4.A.2.b.1.I07.D01,3,-0.03977612271544264,0.9583333333333334
4.A.2.b.1.I07.D01,4,-0.016311392756329528,0.9583333333333334
4.A.2.b.1.I07.D01,5,-0.027348870921276698,0.9583333333333334
4.A.2.b.1.I08.D01,1,0.05309346560239463,0.6666666666666666
4.A.2.b.1.I08.D01,2,0.002631755832361667,0.6666666666666666
4.A.2.b.1.I08.D01,3,0.006360513904882959,0.6666666666666666
4.A.2.b.1.I08.D01,4,-0.007528906741911485,0.6666666666666666
4.A.2.b.1.I08.D01,5,-0.005888749601512703,0.6666666666666666
4.A.2.b.1.I08.D02,2,-0.0017638449678340253,0.6875
4.A.2.b.1.I08.D02,3,-0.013566494723954528,0.6875
4.A.2.b.1.I08.D02,4,-0.007344696753749377,0.6875
4.A.2.b.1.I08.D02,5,0.007260603473971834,0.6875
4.A.2.b.1.I08.D04,1,-0.037137800931828446,0.5416666666666666
4.A.2.b.1.I08.D04,2,0.0038841282100999033,0.5416666666666666
4.A.2.b.1.I08.D04,3,0.004650049560950795,0.5416666666666666
4.A.2.b.1.I08.D04,4,-0.0638878775397269,0.5416666666666666
4.A.2.b.1.I08.D05,2,-0.015864408660566674,0.5454545454545454
4.A.2.b.1.I08.D05,3,-0.03231158366433722,0.5454545454545454
4.A.2.b.1.I08.D05,4,-0.03133895322355055,0.5454545454545454
4.A.2.b.1.I08.D05,5,-0.039889425786758054,0.5454545454545454
4.A.2.b.1.I08.D07,1,-0.04918417390505087,0.6
4.A.2.b.1.I08.D07,2,-0.07519278574504339,0.6
4.A.2.b.1.I08.D08,1,-0.04488927503178072,0.5
4.A.2.b.1.I08.D08,2,-0.09232903289951673,0.5
4.A.2.b.1.I08.D08,3,-0.04848827023099539,0.5
4.A.2.b.1.I08.D08,4,-0.005015402211766504,0.5
4.A.2.b.1.I08.D08,5,-0.002814187966242646,0.5
4.A.2.b.1.I08.D11,2,0.033236198639875314,0.45
4.A.2.b.1.I08.D11,3,-0.009858553908871647,0.45
4.A.2.b.1.I08.D12,2,-0.016009848085903375,0.6
4.A.2.b.1.I08.D12,3,-0.0514622704114862,0.6
4.A.2.b.1.I08.D12,4,-0.00701456663638028,0.6
4.A.2.b.1.I08.D13,1,0.010446080584145135,0.6666666666666666
4.A.2.b.1.I08.D13,2,0.031866901634893134,0.6666666666666666
4.A.2.b.1.I08.D13,3,-0.03324659367677596,0.6666666666666666
4.A.2.b.1.I08.D13,4,-0.033050366380957014,0.6666666666666666
4.A.2.b.1.I08.D14,2,-0.014054461066631274,0.6
4.A.2.b.1.I08.D14,3,-0.05209455566205534,0.6
4.A.2.b.1.I08.D14,4,-0.006533261916785437,0.6
4.A.2.b.1.I09.D01,1,-0.023063213737847133,0.5
4.A.2.b.1.I09.D01,2,-0.05826925397796187,0.5
4.A.2.b.1.I09.D01,3,0.006334076609496706,0.5
4.A.2.b.1.I09.D01,4,0.0069249250275490275,0.5
4.A.2.b.1.I09.D01,5,0.004925835256077143,0.5
4.A.2.b.1.I09.D05,1,0.0037303246284275293,0.5
4.A.2.b.1.I09.D05,2,0.006666244690997688,0.5
4.A.2.b.1.I09.D05,3,-0.006110521367957057,0.5
4.A.2.b.1.I09.D05,4,0.0075424814730279165,0.5
4.A.2.b.1.I09.D05,5,0.0032157489439869724,0.5
4.A.2.b.1.I09.D06,1,0.07340548354642301,0.4642857142857143
4.A.2.b.1.I09.D06,2,0.005031822870277988,0.4642857142857143
4.A.2.b.1.I09.D06,3,-0.011005680459166877,0.4642857142857143
4.A.2.b.1.I09.D06,4,-0.001328965118805595,0.4642857142857143
4.A.2.b.1.I09.D06,5,0.004142397579530471,0.4642857142857143
4.A.2.b.1.I10.D01,1,0.052062819325181225,0.21428571428571427
4.A.2.b.1.I10.D01,2,-0.000790423288163121,0.21428571428571427
4.A.2.b.1.I10.D01,3,0.025739851171451084,0.21428571428571427
4.A.2.b.1.I10.D01,4,-0.003248320207106329,0.21428571428571427
4.A.2.b.1.I10.D01,5,0.026083642760793183,0.21428571428571427
4.A.2.b.1.I10.D02,2,-0.008131863782556752,0.4375
4.A.2.b.1.I10.D02,3,-0.003297640670213838,0.4375
4.A.2.b.1.I10.D02,4,0.011059838547592517,0.4375
4.A.2.b.1.I10.D02,5,0.005026040198786014,0.4375
4.A.2.b.1.I10.D03,1,0.021705311191014046,0.2857142857142857
4.A.2.b.1.I10.D03,2,-0.032558042879513936,0.2857142857142857
4.A.2.b.1.I10.D03,3,0.014927288287393358,0.2857142857142857
4.A.2.b.1.I10.D03,4,-0.01840051412655807,0.2857142857142857
4.A.2.b.1.I10.D03,5,-0.017170131209567813,0.2857142857142857
4.A.2.b.1.I10.D05,1,-0.004079499073044467,0.1
4.A.2.b.1.I10.D05,2,-0.004661114235508418,0.1
4.A.2.b.1.I10.D05,3,-0.01732926053479101,0.1
4.A.2.b.1.I10.D05,4,-0.031133037637514516,0.1
4.A.2.b.1.I10.D06,1,0.0031245000007246535,0.125
4.A.2.b.1.I10.D06,2,-0.015448575948979575,0.125
4.A.2.b.1.I10.D11,1,-0.011901335529562157,0.8
4.A.2.b.1.I10.D11,2,-0.03244565970449112,0.8
4.A.2.b.1.I10.D11,3,-0.053979586682143504,0.8
4.A.2.b.1.I10.D11,4,0.00648391060830075,0.8
4.A.2.b.1.I11.D01,1,-0.05253941231497053,0.5333333333333333
4.A.2.b.1.I11.D01,2,-0.003066971888110611,0.5333333333333333
4.A.2.b.1.I11.D01,3,-0.06225093920351585,0.5333333333333333
4.A.2.b.1.I11.D01,4,-0.0009068217133589315,0.5333333333333333
4.A.2.b.1.I11.D01,5,-0.0649362980479701,0.5333333333333333
4.A.2.b.2.I01.D01,4,-0.021868248743738064,0.43333333333333335
